;Unnamed: 0;municipio;codigo;area_territorial;populacao_estimada;densidade_demografica;escolarizacao;idhm;mortalidade_infantil;pib_per_capita;uf;receitas_realizadas;despesas_empenhadas;saldo_receitas_despesas;cidade;estado;longitude;latitude;altitude;unidades;unidades_urbanas;unidades_rurais;area_plantada;producao_graos;IDHM_Renda;IDHM_Longevidade;IDHM_Educacao;tipo_rural_urbano;GVA_agropecuaria;GVA_industria;GVA_Servicos;GVA_publico;GDP;GDP_populacao;GDP_per_capita;estabelecimentos;carros;motos
2837;3036;Saudades;4217303;205,781;9810;43,64;99,4;0,755;;33593,91;SC;31304,32911;26134,38535;5169,94376;Saudades;SC;-52.99556973;-26.91975695;464.46;2634;1596;1038;7351;30256;0.723;0.85;0.7;Rural Adjacente;58953.24;82552.33;69183.11;40725.19;282518.59;9594;29447.42;424;3693;1746
2838;3037;Schroeder;4217402;165,237;21991;93,17;98,2;0,769;;23824,67;SC;56242,35926;50533,50149;5708,85777;Schroeder;SC;-49.07325969;-26.42097591;34.75;4678;4175;503;1390;39881;0.75;0.855;0.71;Urbano;16540.51;133940.94;139968.94;83956.67;424.18;19463;21794.03;630;6602;3172
2839;3038;Seara;4217501;309,627;17576;54,39;98,6;0,779;;46370,69;SC;61699,35965;51631,85432;10067,50533;Seara;SC;-52.30285483;-27.14569762;673.59;5298;3881;1417;4095;14177;0.804;0.872;0.674;Intermediário Adjacente;118347.27;227897.96;250650.89;75.87;757084.73;17483;43304.05;739;7697;2470
2840;3039;Serra Alta;4217550;90,564;3256;35,57;100;0,773;;23441,82;SC;17519,78149;13463,33265;4056,44884;Serra Alta;SC;-53.04627634;-26.72477337;653.01;992;582;410;2022;8077;0.758;0.879;0.694;Rural Adjacente;53.11;10.24;24382.49;16.96;109435.32;3307;33092.02;158;1151;473
2841;3040;Siderópolis;4217600;262,004;14092;49,67;99,4;0,774;;32998,94;SC;41139,09289;36415,00879;4724,0841;Siderópolis;SC;-49.42054093;-28.59510242;130.98;4011;3135;876;856;6817;0.751;0.88;0.701;Urbano;18940.76;150536.01;134243.67;62441.83;399197.38;13778;28973.54;421;5557;2144
2842;3041;Sombrio;4217709;143,457;30733;185,68;97,6;0,728;;25286,14;SC;77993,83065;67460,6467;10533,18395;Sombrio;SC;-49.63421036;-29.10913276;12;8583;6444;2139;5331;53123;0.729;0.858;0.617;Intermediário Adjacente;107074.03;113101.18;276113.13;118832.22;675.09;29340;23009.19;1242;13358;5204
2843;3042;Sul Brasil;4217758;113,125;2423;24,51;99,3;0,707;;20183,65;SC;15939,47743;13757,4425;2182,03493;Sul Brasil;SC;-52.9642048;-26.73693621;406.51;854;332;522;983;4740;0.713;0.832;0.595;Rural Adjacente;51241.73;3866.33;10891.97;13919.18;82.18;2587;31764.87;60;972;529
2844;3043;Taió;4217808;693,847;18486;24,91;97,4;0,761;;31407,39;SC;62033,04349;53065,5398;8967,50369;Taió;SC;-50.00509646;-27.1179373;346.45;5555;3345;2210;7250;46649;0.749;0.879;0.67;Rural Adjacente;79.9;115641.83;197.96;74933.04;524.99;18161;28907.68;922;7979;3788
2845;3044;Tangará;4217907;390,044;8662;22,34;98,4;0,737;;47139,92;SC;36491,60208;31989,71439;4501,88769;Tangará;SC;-51.24591438;-27.1010111;684.57;2823;1659;1164;9779;52724;0.748;0.867;0.617;Rural Adjacente;85.57;125830.11;101105.93;41538.37;392208.4;8748;44834.07;260;3326;1223
2846;3045;Tigrinhos;4217956;56,962;1619;30,32;100;0,717;;22223,34;SC;14266,75239;11312,26569;2954,4867;Tigrinhos;SC;-53.15754198;-26.68947484;633.51;584;122;462;1863;6018;0.688;0.846;0.633;Rural Adjacente;14488.87;2101.93;6.93;11654.64;36468.52;1707;21364.1;53;652;474
2847;3046;Tijucas;4218004;279,159;39155;110,74;96,5;0,76;;39711,53;SC;132110,3912;105594,9555;26515,43565;Tijucas;SC;-48.63207056;-27.23945361;3.34;9784;8288;1496;1885;11394;0.747;0.873;0.672;Urbano;51.47;367906.55;609778.3;164678.22;1390565.52;36170;38445.27;1417;15227;8113
2848;3047;Timbé do Sul;4218103;328,507;5343;16,08;98,3;0,72;;21402,05;SC;20244,02936;18328,01182;1916,01754;Timbé do Sul;SC;-49.84411776;-28.83251749;122.88;1726;644;1082;3980;30091;0.721;0.856;0.606;Rural Adjacente;41565.56;7.57;28610.17;24376.8;108862.01;5379;20238.34;140;1825;1321
2849;3048;Timbó;4218202;128,313;44977;288,64;98,2;0,784;;42803,22;SC;160097,7907;133326,2379;26771,55281;Timbó;SC;-49.27771229;-26.82290257;70.57;11648;10930;718;975;5902;0.807;0.856;0.697;Urbano;12289.48;626003.96;634209.16;191.25;1702146.1;42045;40483.91;2195;19517;6921
2850;3049;Timbó Grande;4218251;596,344;7941;11,98;95,2;0,659;;24124,11;SC;27351,51869;23594,77281;3756,74588;Timbó Grande;SC;-50.67467414;-26.61782849;958.78;2020;1161;859;1270;4920;0.634;0.798;0.565;Rural Adjacente;62730.94;51503.13;30.51;33705.42;187528.41;7699;24357.5;139;2106;828
2851;3050;Três Barras;4218301;436,496;19366;41,43;96,2;0,706;;54489,79;SC;78178,11955;61047,0709;17131,04865;Três Barras;SC;-50.30541937;-26.11409634;787.96;5271;4438;833;9493;41444;0.677;0.814;0.639;Intermediário Adjacente;44878.88;513329.12;162797.62;83627.32;909971.56;19046;47777.57;383;6324;2407
2852;3051;Treviso;4218350;156,61;3966;22,45;99,8;0,774;;55797,59;SC;27995,78356;24141,89305;3853,89051;Treviso;SC;-49.45593338;-28.51848486;152.24;1094;577;517;119;643;0.737;0.882;0.714;Urbano;6829.11;115.77;47104.32;25.7;203791.89;3824;53292.86;96;1501;820
2853;3052;Treze de Maio;4218400;159,833;7093;42,53;97,1;0,729;;20243,97;SC;22852,77752;19646,33073;3206,44679;Treze de Maio;SC;-49.14481531;-28.55814004;186.57;2125;1054;1071;2999;18923;0.729;0.881;0.602;Rural Adjacente;31992.71;23880.11;49887.6;29.45;142710.29;7082;20151.13;279;2922;2375
2854;3053;Treze Tílias;4218509;185,937;7991;33,97;97,7;0,795;;81477,73;SC;37420,01471;33296,89885;4123,11586;Treze Tílias;SC;-51.41467467;-26.99853631;796.46;2087;1596;491;1557;6699;0.838;0.874;0.685;Rural Adjacente;27518.35;228.71;168383.81;37712.89;546960.42;7392;73993.56;367;3388;925
2855;3054;Trombudo Central;4218608;109,648;7434;60,33;99,7;0,775;;32221,92;SC;26136,91097;22786,29001;3350,62096;Trombudo Central;SC;-49.79247823;-27.30301953;354.8;2123;1353;770;1675;12015;0.76;0.88;0.696;Rural Adjacente;22243.59;77301.5;62536.69;32617.65;221996.1;7135;31113.68;364;3029;1165
2856;3055;Tubarão;4218707;301,485;106422;322,23;98,8;0,796;;33649,56;SC;253879,4507;231612,2215;22267,2292;Tubarão;SC;-49.00526808;-28.48003395;15.64;32505;29474;3031;6602;52167;0.788;0.866;0.74;Urbano;53.76;637823.04;1931463.02;418499.57;3411278.78;103674;32903.9;5090;47677;26616
2857;3056;Tunápolis;4218756;132,939;4525;34,77;99,4;0,752;;25901,13;SC;21907,21804;18326,33885;3580,87919;Tunápolis;SC;-53.64145974;-26.97222359;420.18;1398;499;899;2100;9185;0.728;0.83;0.704;Rural Adjacente;48092.41;6.65;30692.99;23200.31;113417.5;4612;24591.83;165;1774;1015
2858;3057;Turvo;4218806;235,104;12990;50,33;98,5;0,74;;40640,63;SC;43294,02102;38027,56399;5266,45703;Turvo;SC;-49.68086575;-28.92474922;29.41;3758;2543;1215;12290;87377;0.742;0.867;0.631;Rural Adjacente;73153.91;132363.65;187643.87;51.77;495247.7;12649;39153.11;528;5265;2704
2859;3058;União do Oeste;4218855;92,857;2412;31,42;100;0,705;;23335,42;SC;16893,95014;13338,49799;3555,45215;União do Oeste;SC;-52.85149646;-26.76173701;454.13;882;365;517;2308;7745;0.703;0.823;0.606;Rural Adjacente;21632.42;2.88;15647.28;14845.69;57062.36;2650;21532.97;73;1129;625
2860;3059;Urubici;4218905;1021,371;11273;10,51;96,7;0,694;;20760,8;SC;32895,54189;29464,78888;3430,75301;Urubici;SC;-49.58820561;-28.00455491;906.92;3229;2214;1015;1720;41485;0.722;0.823;0.562;Rural Adjacente;96628.16;13971.57;91297.15;45885.36;259097.13;11147;23243.66;403;3691;1598
2861;3060;Urupema;4218954;350,472;2459;7,09;99,7;0,699;;27626,73;SC;13946,19337;13042,91425;903,27912;Urupema;SC;-49.87321124;-27.95268581;1345.42;793;386;407;855;36185;0.667;0.823;0.622;Rural Adjacente;33561.08;3085.74;13.91;13453.63;66073.22;2492;26514.13;64;795;171
2862;3061;Urussanga;4219002;254,954;21344;79,35;97,6;0,772;;37504,97;SC;71367,07141;62542,54673;8824,52468;Urussanga;SC;-49.31910792;-28.5199662;47.45;6451;3750;2701;1760;23870;0.756;0.876;0.695;Urbano;34811.76;289247.4;231158.52;97356.09;736.25;21090;34909.93;747;9343;5183
2863;3062;Vargeão;4219101;166,685;3571;21,19;94;0,686;;37064,4;SC;20817,81233;18305,95992;2511,85241;Vargeão;SC;-52.15410565;-26.86398332;896.05;1057;575;482;7104;22607;0.708;0.827;0.551;Rural Adjacente;37886.93;16068.42;33252.57;18581.14;115041.14;3590;32044.89;123;1263;384
2864;3063;Vargem;4219150;350,606;2432;8,02;98,9;0,629;;23396,61;SC;17152,11081;13510,60694;3641,50387;Vargem;SC;-50.97815063;-27.4899701;778.1;924;307;617;5267;22422;0.636;0.79;0.495;Rural Adjacente;22229.06;7495.27;11028.28;15.96;59025.36;2586;22824.96;43;901;278
2865;3064;Vargem Bonita;4219176;299,807;4451;16,06;99,3;0,718;;83563,22;SC;28146,3487;21808,81622;6337,53248;Vargem Bonita;SC;-51.74474018;-27.0032416;933.17;1386;803;583;1454;5221;0.705;0.801;0.656;Rural Adjacente;26334.01;183165.35;59306.97;26731.56;337891.45;4635;72899.99;110;1994;319
2866;3065;Vidal Ramos;4219200;346,932;6329;18,34;99,3;0,7;;39349,76;SC;27543,11648;24119,99426;3423,12222;Vidal Ramos;SC;-49.36821917;-27.3957787;361.86;1953;599;1354;6575;72036;0.728;0.802;0.588;Rural Adjacente;52318.69;65603.88;71796.64;31313.02;242269.97;6361;38086.77;257;2409;1426
2867;3066;Videira;4219309;384,127;53610;124,09;96,9;0,764;;42364,49;SC;211656,375;165215,8481;46440,52688;Videira;SC;-51.15170528;-27.00612907;718.83;15363;14046;1317;9105;44022;0.772;0.857;0.675;Urbano;144699.75;585.78;917724.68;224732.53;2142166.02;51499;41596.26;2127;23532;9381
2868;3067;Vitor Meireles;4219358;370,414;4943;14,05;96,9;0,673;;23314,81;SC;18826,80997;16858,27609;1968,53388;Vitor Meireles;SC;-49.83075196;-26.88157762;383.6;1083;418;665;4084;42129;0.694;0.841;0.522;Rural Adjacente;33802.57;11154.3;29.44;23200.3;102737.6;5089;20188.17;212;1788;996
2869;3068;Witmarsum;4219408;153,776;3998;23,69;98,1;0,71;;30881,48;SC;17129,14123;14766,17269;2362,96854;Witmarsum;SC;-49.80420338;-26.92674272;400.08;1087;260;827;2391;26491;0.739;0.87;0.557;Rural Adjacente;32530.04;24244.13;27380.92;18927.65;108907.83;3876;28098;205;1550;771
2870;3069;Xanxerê;4219507;377,426;51642;116,81;98,6;0,775;;32237,14;SC;123285,8553;113122,0143;10163,84093;Xanxerê;SC;-52.40466714;-26.8745845;787.9;13744;12402;1342;18578;58395;0.76;0.861;0.711;Urbano;96.16;293442.51;773709.41;197061.43;1528009.92;49057;31147.64;2495;20613;6838
2871;3070;Xavantina;4219606;218,032;3903;19,12;99,4;0,749;;45607,66;SC;22896,89996;19119,64225;3777,25771;Xavantina;SC;-52.34285051;-27.07025015;516.8;1179;353;826;1586;5962;0.772;0.861;0.632;Rural Adjacente;58590.04;52789.99;41540.5;20222.17;186210.16;4039;46103.03;165;1226;390
2872;3071;Xaxim;4219705;293,628;28983;87,67;96,4;0,752;;32943,06;SC;85997,07298;70477,21407;15519,85891;Xaxim;SC;-52.53493252;-26.9637195;770.95;8075;6651;1424;7290;31009;0.737;0.871;0.662;Urbano;78.31;247053.53;301228.89;123829.06;844980.07;27921;30263.25;1093;11262;3905
2873;3072;Zortéa;4219853;190,179;3398;15,77;98,9;0,761;;20936,02;SC;18213,23233;16591,3106;1621,92173;Zortéa;SC;-51.54956631;-27.45025141;685.3;1026;800;226;8360;32307;0.752;0.885;0.661;Intermediário Adjacente;23859.52;2764.9;19340.06;18019.16;66998.29;3264;20526.44;76;1077;359
2874;3073;Balneário Rincão;4220000;63,42;12946;;;;;17168,62;SC;42067,44878;35955,44359;6112,00519;Balneário Rincão;SC;;;;;;;93;1280;;;;Sem classificação;2045.03;51257.53;96248.5;52820.64;217234.75;12212;17788.63;270;3297;887
2875;3089;Abaiara;2300101;180,833;11853;58,69;96,7;0,628;;8009,04;CE;29043,96353;26827,90366;2216,05987;Abaiara;CE;-39.04754664;-7.356976596;403.11;2791;1251;1540;2598;5234;0.54;0.748;0.612;Rural Adjacente;4435.16;5.88;22.81;35989.96;73151.46;11483;6370.41;86;553;1674
2876;3090;Acarape;2300150;130,002;15036;98,52;96,8;0,606;;9069,38;CE;38762,5354;36800,46805;1962,06735;Acarape;CE;-38.70562377;-4.223138409;94.51;4186;2181;2005;1386;1274;0.559;0.709;0.562;Intermediário Adjacente;4.68;23265.11;36147.88;54.65;128390.92;16418;7820.13;132;1089;1246
2877;3091;Acaraú;2300200;842,471;63104;68,31;96,8;0,601;;10192,64;CE;132656,3879;116962,813;15693,57492;Acaraú;CE;-40.11824147;-2.88531054;17.29;14680;7410;7270;18505;38871;0.554;0.758;0.517;Rural Adjacente;74352.86;94123.87;187.46;188055.4;580727.43;61715;9409.83;638;3371;10448
2878;3092;Acopiara;2300309;2254,279;54481;22,58;97,2;0,595;;7405,32;CE;153148,7095;125356,1669;27792,54253;Acopiara;CE;-39.45570528;-6.092761995;312.96;15041;7885;7156;17482;4244;0.563;0.724;0.517;Rural Adjacente;35057.66;17008.7;137661.95;155449.9;371701.24;53358;6966.18;365;3158;11056
2879;3093;Aiuaba;2300408;2438,563;17493;6,66;97,5;0,569;;6087,34;CE;37794,63071;33776,93227;4017,69844;Aiuaba;CE;-40.12316008;-6.56329844;472.22;4451;1252;3199;11125;5315;0.518;0.749;0.474;Rural Adjacente;11971.83;2476.92;29123.54;53934.2;101673.89;17098;5946.54;94;423;2253
2880;3094;Alcântaras;2300507;135,76;11781;77,71;97,7;0,6;;6046,05;CE;24,16583;28990,81921;-28966,65338;Alcântaras;CE;-40.54463812;-3.586983769;655.5;2859;976;1883;2209;2058;0.549;0.751;0.524;Rural Adjacente;4394.86;2209.41;14985.36;36237.48;59582.16;11391;5230.63;82;668;2963
2881;3095;Altaneira;2300606;72,675;7650;93,54;95,7;0,602;;7097,93;CE;31688,0261;24034,7098;7653,3163;Altaneira;CE;-39.74582064;-6.997498351;659.08;2093;1567;526;1271;1626;0.547;0.774;0.515;Rural Adjacente;2787.07;1723.3;11823.93;27.13;45212.17;7413;6099.04;31;361;1142
2882;3096;Alto Santo;2300705;1345,701;17196;12,22;96,5;0,601;;8559,7;CE;40704,75209;35934,2694;4770,48269;Alto Santo;CE;-38.27277815;-5.52208174;70;4609;2340;2269;7069;2900;0.563;0.774;0.499;Rural Adjacente;30808.96;7570.02;36883.69;51.6;133550.89;16927;7889.81;213;775;3073
2883;3097;Amontada;2300754;1175,044;43829;33,27;97;0,606;;10053,44;CE;104596,0233;100940,296;3655,7273;Amontada;CE;-39.82882279;-3.364877803;43.42;9807;4252;5555;20526;25038;0.503;0.761;0.582;Rural Adjacente;30592.57;145731.26;82490.76;141345;421576.03;42508;9917.57;208;1681;5839
2884;3098;Antonina do Norte;2300804;259,706;7378;26,85;95,7;0,599;;7951,26;CE;21091,60042;19508,59033;1583,01009;Antonina do Norte;CE;-39.98238684;-6.779687847;387.25;2005;1499;506;1463;781;0.55;0.772;0.506;Rural Adjacente;1797.08;2066.82;18447.88;26.42;51466.5;7253;7095.89;39;478;1595
2885;3099;Apuiarés;2300903;543,98;14672;25,54;98,6;0,618;;7789,08;CE;43151,1677;36822,04468;6329,12302;Apuiarés;CE;-39.43042278;-3.948018519;81.42;3890;1653;2237;3345;2640;0.536;0.741;0.593;Rural Adjacente;4.15;11593.81;24718.4;47794.03;92920.09;14644;6345.27;93;802;2842
2886;3100;Aquiraz;2301000;480,236;80935;150,5;96,5;0,641;;27870,84;CE;244006,6155;197501,396;46505,21952;Aquiraz;CE;-38.38980296;-3.9061945;22.76;19694;18508;1186;4281;16579;0.608;0.788;0.55;Urbano;82216.31;510290.88;809.03;293.32;2144231.95;78438;27336.65;1132;9362;9135
2887;3101;Aracati;2301109;1227,197;74975;56,32;98,5;0,655;;17321,75;CE;227561,3401;185621,2622;41940,07791;Aracati;CE;-37.7727526;-4.56706647;10.4;19811;12836;6975;15008;48868;0.607;0.742;0.624;Urbano;116909.34;256318.14;505133.32;226949.12;1214576.83;73188;16595.3;1090;7674;12262
2888;3102;Aracoiaba;2301208;643,988;26535;38,67;96,5;0,615;;7805,27;CE;66969,90402;70353,85927;-3383,95525;Aracoiaba;CE;-38.80944097;-4.370393807;122.84;7042;3910;3132;10663;9495;0.55;0.759;0.556;Rural Adjacente;17853.87;12.09;58084.35;94361.57;191000.11;26203;7289.25;191;1677;3830
2889;3103;Ararendá;2301257;342,301;10959;30,49;98,9;0,59;;7272,85;CE;30233,21546;28244,06253;1989,15293;Ararendá;CE;-40.83109673;-4.751938272;380.98;3077;1500;1577;2321;2177;0.522;0.763;0.516;Rural Adjacente;7042.86;2.12;16.5;37257.6;65189.34;10800;6036.05;52;501;2425
2890;3104;Araripe;2301307;1097,339;21654;18,81;96,3;0,564;;7566,39;CE;69217,32083;59671,85451;9545,46632;Araripe;CE;-40.13744581;-7.206183789;630.64;5552;3575;1977;7941;24578;0.515;0.759;0.459;Rural Adjacente;18.07;5193.22;41.67;78.5;148549.6;21345;6959.46;225;1302;3977
2891;3105;Aratuba;2301406;119,758;11802;100,44;97;0,622;;13199,26;CE;49123,73328;31633,95958;17489,7737;Aratuba;CE;-39.04755456;-4.416930645;820.25;2924;1002;1922;5588;27344;0.53;0.775;0.587;Rural Adjacente;25.36;3004.03;19949.19;42397.14;93610.3;11300;8284.1;103;512;2201
2892;3106;Arneiroz;2301505;1068,437;7844;7,17;97,6;0,618;;6858,65;CE;11,50649;20466,42208;-20454,91559;Arneiroz;CE;-40.16144371;-6.319425803;355.45;2112;1145;967;3838;727;0.565;0.74;0.564;Rural Adjacente;7.96;1.64;12527.66;26371.94;50495.36;7774;6495.42;61;276;1391
2893;3107;Assaré;2301604;1155,124;23478;20,11;96,6;0,6;;9420,95;CE;52234,57079;42903,24791;9331,32288;Assaré;CE;-39.87127475;-6.872607112;447.42;6415;3614;2801;11477;15629;0.573;0.783;0.482;Rural Adjacente;13327.13;6.87;55442.77;67185.27;150978.28;23191;6510.21;223;1062;4172
2894;3108;Aurora;2301703;885,87;24610;27,73;97,9;0,605;;7950,64;CE;52517,28398;46765,06558;5752,2184;Aurora;CE;-38.97699088;-6.940391832;282.13;7107;3543;3564;3791;4415;0.557;0.764;0.521;Rural Adjacente;14856.11;6.23;64329.51;77497.83;175870.19;24548;7164.34;185;1184;3777
2895;3109;Baixio;2301802;145,556;6303;41,15;97,9;0,627;;7333,23;CE;23630,68618;21367,08949;2263,59669;Baixio;CE;-38.72012592;-6.727162049;287.23;1717;958;759;773;312;0.563;0.763;0.575;Rural Adjacente;4.85;1.41;10428.08;23913.83;42;6214;6758.78;50;510;817
2896;3110;Banabuiú;2301851;1080,986;18256;16,03;98;0,606;;9157,88;CE;46068,89785;42192,55666;3876,34119;Banabuiú;CE;-38.9257848;-5.315047304;237.06;4587;2425;2162;3598;4462;0.54;0.779;0.53;Rural Adjacente;26619.82;7358.87;39149.09;60761.08;141751.66;17968;7889.12;155;854;2581
2897;3111;Barbalha;2301901;608,158;61228;97,14;98,3;0,683;;15488,08;CE;243774,859;227251,7216;16523,13733;Barbalha;CE;-39.30231637;-7.307172127;406.17;14707;10303;4404;2097;25885;0.613;0.817;0.637;Urbano;91775.96;123554.46;368584.18;191829.31;854919.92;59343;14406.42;647;6324;11134
2898;3112;Barreira;2301950;260,003;22573;79,63;97,8;0,616;;7862,7;CE;49562,61395;44585,4676;4977,14635;Barreira;CE;-38.63850183;-4.288762267;126.25;5545;2363;3182;12011;15595;0.551;0.771;0.551;Rural Adjacente;14910.1;7.51;45.76;69480.11;145126.22;20835;6965.5;212;2132;3772
2899;3113;Barro;2302008;711,346;22758;30,22;97,1;0,599;;8004,62;CE;41340,96125;39319,66277;2021,29848;Barro;CE;-38.77988065;-7.168208727;357.39;6110;3835;2275;3407;4823;0.556;0.758;0.51;Rural Adjacente;13890.95;9938.37;55746.95;67748.77;155882.84;22361;6971.19;143;1480;2823
2900;3114;Barroquinha;2302057;385,583;15044;37,76;97,9;0,571;;6891,82;CE;39700,27383;35936,40334;3763,87049;Barroquinha;CE;-41.13948154;-3.009116746;18.42;3707;2600;1107;2421;1899;0.512;0.72;0.505;Rural Adjacente;13348.87;6748.93;23.8;49537.23;96733.29;14854;6512.27;187;433;2107
2901;3115;Baturité;2302107;314,075;35941;107,98;95,9;0,619;;10421,66;CE;74220,66741;67628,88549;6591,78192;Baturité;CE;-38.88002138;-4.331205156;173.04;9177;6861;2316;6690;16163;0.574;0.753;0.548;Intermediário Adjacente;19145.53;17.56;138129.57;108897.77;300254.26;35154;8541.11;486;2538;6651
2902;3116;Beberibe;2302206;1596,751;53949;30,37;98,2;0,638;;15037,31;CE;119759,0035;114373,5826;5385,42089;Beberibe;CE;-38.12327304;-4.174763221;20.37;14094;6301;7793;33111;39058;0.585;0.778;0.571;Rural Adjacente;180.92;83028.46;174124.97;169492.77;635112.99;52719;12047.14;491;5496;4920
2903;3117;Bela Cruz;2302305;842,106;32722;36,63;98,9;0,623;;7386,38;CE;54874,52308;54813,93035;60,59273;Bela Cruz;CE;-40.16684291;-3.055106724;17.62;8042;3619;4423;39945;48371;0.533;0.76;0.598;Rural Adjacente;23239.1;12215.7;61891.83;99021.38;204787.51;32243;6351.38;383;1661;5507
2904;3118;Boa Viagem;2302404;2835,037;54577;18,51;97,6;0,598;;7484,99;CE;103721,3768;98299,87318;5421,50362;Boa Viagem;CE;-39.73328234;-5.12574387;291.27;15179;8117;7062;18500;5996;0.553;0.768;0.504;Rural Adjacente;31948.94;22609.35;132705.62;161378.52;368.7;53945;6834.78;650;3524;14077
2905;3119;Brejo Santo;2302503;654,658;49842;68,12;92,5;0,647;;12106,25;CE;170601,2427;147722,7687;22878,47402;Brejo Santo;CE;-38.98551387;-7.491638009;386.63;12129;7891;4238;8214;11801;0.596;0.768;0.592;Urbano;38606.18;177215.1;249549.79;164735.91;685.24;48451;14142.89;791;5432;11242
2906;3120;Camocim;2302602;1120,452;63907;53,48;97,8;0,62;;10535,09;CE;184054,1167;163720,7821;20333,33467;Camocim;CE;-40.84752774;-2.900966575;17.25;15713;11879;3834;14336;21975;0.565;0.729;0.578;Urbano;65220.53;114462.29;209.76;188446.42;612490.5;62734;9763.29;674;3752;12560
2907;3121;Campos Sales;2302701;1082,582;27470;24,48;98,3;0,63;;8299,29;CE;72422,3074;64018,70805;8403,59935;Campos Sales;CE;-40.37900313;-7.0733835;560.89;7616;5683;1933;6476;2544;0.584;0.769;0.556;Intermediário Adjacente;9773.73;7422.48;87303.38;85.2;201714.84;27167;7424.99;353;2156;7639
2908;3122;Canindé;2302800;3032,39;77244;23,14;97,5;0,612;;9206,89;CE;208998,6871;198932,3675;10066,31957;Canindé;CE;-39.31034295;-4.35534429;148.51;19980;13070;6910;21040;8916;0.571;0.765;0.526;Urbano;39032.47;61533.1;260407.37;244753.28;642014.88;77261;8309.69;1011;5662;18107
2909;3123;Capistrano;2302909;226,549;17786;76,67;96,3;0,611;;8397,85;CE;44410,43366;47389,11605;-2978,68239;Capistrano;CE;-38.90182876;-4.459896612;180.31;4597;1749;2848;5825;11206;0.527;0.73;0.593;Rural Adjacente;12438.17;3653.82;30929.13;62118.46;113638.21;17621;6449.02;95;1014;2614
2910;3124;Caridade;2303006;926,271;22782;23,65;97,3;0,592;;5684,15;CE;46274,55056;44993,10307;1281,44749;Caridade;CE;-39.19303291;-4.224960001;146.28;5251;3069;2182;12054;5738;0.528;0.779;0.505;Rural Adjacente;9.61;10250.45;29.83;61271.52;116157.54;22065;5264.33;138;1068;3031
2911;3125;Cariré;2303105;755,597;18459;24,24;97,9;0,596;;7562,09;CE;51159,84298;45628,31527;5531,52771;Cariré;CE;-40.47384481;-3.95161188;158.38;5113;2391;2722;7220;7027;0.537;0.749;0.526;Rural Adjacente;17311.84;4506.11;31109.94;61654.65;119397.13;18653;6400.96;130;945;3680
2912;3126;Caririaçu;2303204;634,179;26987;42,33;96,1;0,578;;7427,01;CE;59523,756;55442,10147;4081,65453;Caririaçu;CE;-39.28437203;-7.041528;719.3;7078;3957;3121;3796;6528;0.549;0.73;0.483;Rural Adjacente;25491.13;6034.01;49.68;89.15;177041.67;26876;6587.35;203;1605;5266
2913;3127;Cariús;2303303;1036,417;18699;17,49;97,1;0,597;;7375,11;CE;43117,00843;38533,8984;4583,11003;Cariús;CE;-39.49768868;-6.531127938;232.77;5533;2545;2988;4203;7994;0.546;0.751;0.519;Rural Adjacente;29495.37;4834.89;33481.25;57210.6;129693.01;18807;6896;98;723;3272
2914;3128;Carnaubal;2303402;363,22;17685;45,9;97,1;0,593;;6785,52;CE;44400,99881;39292,32944;5108,66937;Carnaubal;CE;-40.93563158;-4.163988562;785.47;4575;2276;2299;1918;15153;0.536;0.76;0.513;Rural Adjacente;8.62;4213.78;30642.99;60086.18;108079.06;17549;6158.7;216;1203;2712
2915;3129;Cascavel;2303501;838,115;72232;78,99;96,7;0,646;;12605,08;CE;157576,1384;146954,712;10621,4264;Cascavel;CE;-38.23968594;-4.131433678;41.48;18838;16089;2749;17712;30482;0.587;0.793;0.578;Urbano;85.01;195.53;309245.47;210848.06;871732.57;70574;12352.04;928;8705;9106
2916;3130;Catarina;2303600;488,153;20871;38,5;94,3;0,618;;5451,43;CE;48412,85619;40082,53852;8330,31767;Catarina;CE;-39.87946623;-6.127556291;573.99;5028;2475;2553;3473;843;0.551;0.764;0.56;Rural Adjacente;7598.27;2991.38;28.19;61202.61;104180.44;20269;5139.89;191;545;2702
2917;3131;Catunda;2303659;784,022;10376;12,59;98,7;0,609;;8277,71;CE;30300,18724;29143,06431;1157,12293;Catunda;CE;-40.20580379;-4.651549386;274.1;2750;1550;1200;15415;5530;0.537;0.717;0.587;Rural Adjacente;12.04;2652.61;25011.37;37999.4;82589.85;10331;7994.37;131;499;1489
2918;3132;Caucaia;2303709;1223,246;365212;264,91;96,3;0,682;;16178,9;CE;629854,1724;553796,3332;76057,83918;Caucaia;CE;-38.66401754;-3.736487;35.79;89272;80150;9122;7893;16643;0.62;0.808;0.632;Urbano;54.83;1237932.54;2297007.2;1029454.64;5435899.18;358164;15177.12;3583;43060;37675
2919;3133;Cedro;2303808;729,97;25585;33,79;97,5;0,627;;7493,12;CE;73911,85398;51532,51825;22379,33573;Cedro;CE;-39.05974315;-6.6049605;252.33;7217;4615;2602;1716;1446;0.592;0.753;0.553;Intermediário Adjacente;19256.13;6998.64;67402.82;77.88;183928.27;25038;7345.96;267;1609;6126
2920;3134;Chaval;2303907;237,248;13091;52,95;97,4;0,586;;7126,75;CE;28808,14599;30309,62554;-1501,47955;Chaval;CE;-41.24459582;-3.038901189;4.65;3216;2380;836;2284;1798;0.524;0.716;0.536;Rural Adjacente;5042.94;3154.85;25.33;44460.31;81.54;12931;6305.65;106;302;1966
