;Unnamed: 0;municipio;codigo;area_territorial;populacao_estimada;densidade_demografica;escolarizacao;idhm;mortalidade_infantil;pib_per_capita;uf;receitas_realizadas;despesas_empenhadas;saldo_receitas_despesas;cidade;estado;longitude;latitude;altitude;unidades;unidades_urbanas;unidades_rurais;area_plantada;producao_graos;IDHM_Renda;IDHM_Longevidade;IDHM_Educacao;tipo_rural_urbano;GVA_agropecuaria;GVA_industria;GVA_Servicos;GVA_publico;GDP;GDP_populacao;GDP_per_capita;estabelecimentos;carros;motos
487;503;Nova Araçá;4312807;75,514;4826;53,81;100;0,785;;41940,14;RS;24418,16562;19414,08578;5004,07984;Nova Araçá;RS;-51.74216463;-28.65817604;607.71;1296;966;330;2133;8788;0.796;0.843;0.722;Rural Adjacente;30204.79;138627.58;70339.78;21867.8;294735.93;4429;66546.83;253;2053;372
488;504;Nova Bassano;4312906;211,611;10005;41,77;98,6;0,747;;51101,73;RS;45308,78339;35890,77959;9418,0038;Nova Bassano;RS;-51.70323142;-28.72346864;601.18;2652;1752;900;7470;52074;0.778;0.849;0.632;Rural Adjacente;87.8;330556.37;149405.18;42130.11;668891.08;9540;70114.37;522;4312;1033
489;505;Nova Boa Vista;4312955;93,733;1753;20,8;98,5;0,768;;41381,97;RS;17935,50718;13184,62815;4750,87903;Nova Boa Vista;RS;-52.98147684;-27.98796766;416.01;667;216;451;7103;21940;0.764;0.836;0.708;Rural Adjacente;30.7;9813.71;21.09;12991.51;81751.67;1942;42096.64;57;897;386
490;506;Nova Bréscia;4313003;102,994;3337;30,97;99,5;0,778;;29733,36;RS;21320,86164;17322,92445;3997,93719;Nova Bréscia;RS;-52.01798354;-29.21651143;333.9;1050;515;535;528;3414;0.836;0.847;0.666;Rural Adjacente;39254.79;7401.7;24771.35;18612.73;94938.3;3337;28450.19;165;1292;460
491;507;Nova Candelária;4313011;97,593;2688;28,12;97,9;0,759;;48257,38;RS;22379,93305;17038,49526;5341,43779;Nova Candelária;RS;-54.10411424;-27.61209816;297.51;914;264;650;4682;15529;0.794;0.856;0.643;Rural Adjacente;46567.01;30673.88;22188.05;16.43;130729.45;2810;46522.93;145;1082;840
492;508;Nova Esperança do Sul;4313037;191;5410;24,46;100;0,735;;25212,75;RS;19727,39536;15730,27424;3997,12112;Nova Esperança do Sul;RS;-54.8358729;-29.40459571;326.05;1591;1222;369;4547;17531;0.723;0.848;0.647;Intermediário Adjacente;19291.7;40806.75;37745.05;23674.71;133371.11;5087;26218.03;210;1648;622
493;509;Nova Hartz;4313060;62,185;21875;293,26;95,6;0,689;;30070,72;RS;60525,22002;49182,46036;11342,75966;Nova Hartz;RS;-50.90379343;-29.58574753;34.7;5919;4934;985;600;8131;0.694;0.836;0.563;Urbano;4599.73;311086.09;185938.02;86.38;684.26;20225;33832.41;657;7184;2422
494;510;Nova Pádua;4313086;102,729;2558;23,73;100;0,761;;25964,88;RS;18059,43793;13340,75177;4718,68616;Nova Pádua;RS;-51.30682464;-29.03004645;619.07;729;248;481;2557;61548;0.762;0.852;0.678;Rural Adjacente;26309.26;6293.48;18355.62;12863.68;68253.69;2563;26630.39;106;964;214
495;511;Nova Palma;4313102;314,613;6515;20,23;97,9;0,744;;42159,91;RS;28572,97296;21452,74123;7120,23173;Nova Palma;RS;-53.47063511;-29.47302574;120.77;1904;999;905;9999;52569;0.762;0.841;0.643;Rural Adjacente;50.07;70988.33;104559.25;32106.32;278327.22;6597;42189.97;266;2000;847
496;512;Nova Petrópolis;4313201;291,291;21536;65,38;98,8;0,78;;36889,75;RS;73973,93908;65588,3742;8385,56488;Nova Petrópolis;RS;-51.10695392;-29.37620887;555.71;6635;4992;1643;2329;16168;0.775;0.89;0.688;Rural Adjacente;46407.3;167040.63;323776.69;92524.13;705.71;20549;34342.98;1427;10559;1924
497;513;Nova Prata;4313300;259,941;27648;88,23;99,3;0,766;;46946,58;RS;109933,2787;90217,18182;19716,09691;Nova Prata;RS;-51.60899569;-28.78394471;656.26;7605;6321;1284;4453;19648;0.782;0.839;0.686;Urbano;58.18;363556.55;411541.55;112545.57;1079804.54;25315;42654.73;1669;12663;2042
498;514;Nova Ramada;4313334;255,264;2218;9,57;98,6;0,742;;46010,96;RS;16810,57668;14245,05042;2565,52626;Nova Ramada;RS;-53.70693734;-28.08264487;462.85;849;260;589;22345;61143;0.752;0.847;0.642;Rural Adjacente;69415.99;3721.38;29137.51;14919.33;123.44;2428;50841.15;59;843;355
499;515;Nova Roma do Sul;4313359;149,14;3717;22,43;98,2;0,741;;46224,05;RS;26300,31612;19027,69366;7272,62246;Nova Roma do Sul;RS;-51.40515747;-28.98474891;579.18;1040;544;496;2441;39950;0.794;0.851;0.602;Rural Adjacente;32480.94;53.49;30205.2;20.84;147.06;3584;41033.47;154;1241;180
500;516;Nova Santa Rita;4313375;217,866;29905;104,26;97,5;0,718;;42749,68;RS;126337,0057;96236,39046;30100,61528;Nova Santa Rita;RS;-51.27521069;-29.84861554;41.03;7226;6161;1065;4361;25220;0.716;0.853;0.606;Urbano;19160.42;276670.75;494856.83;132305.82;1168552.03;26086;44796.14;681;10278;2414
501;517;Novo Cabrais;4313391;192,998;4222;20,05;98,8;0,688;;22263,8;RS;17171,70735;14617,85859;2553,84876;Novo Cabrais;RS;-52.95508606;-29.73625461;78.91;1358;190;1168;11205;56725;0.697;0.852;0.548;Rural Adjacente;35871.04;2780.14;19.2;20344.12;81669.04;4107;19885.33;106;1127;506
502;518;Novo Hamburgo;4313409;223,683;247032;1067,55;97;0,747;;35013,51;RS;923160,9188;892363,0747;30797,84415;Novo Hamburgo;RS;-51.12860528;-29.68632603;34.99;80901;79535;1366;2534;31687;0.778;0.852;0.629;Urbano;19010.86;1792493.87;4618392.36;1020143.38;8624340.13;249113;34620.19;13882;110556;31962
503;519;Novo Machado;4313425;218,836;3256;17,95;97,6;0,663;;30897,06;RS;20258,5381;15638,79453;4619,74357;Novo Machado;RS;-54.50338441;-27.57840065;243.6;1417;587;830;20630;64681;0.674;0.796;0.543;Rural Adjacente;60879.14;3892.59;28655.31;19413.18;118716.92;3791;31315.46;53;1332;553
504;520;Novo Tiradentes;4313441;75,428;2200;30,2;98,8;0,676;;20425,06;RS;16991,01528;13073,26497;3917,75031;Novo Tiradentes;RS;-53.18570259;-27.56355843;333.51;721;216;505;5565;17609;0.679;0.805;0.566;Rural Adjacente;25189.74;1610.81;10782.14;13395.33;52760.84;2316;22781.02;59;596;309
505;521;Novo Xingu;4313466;79,851;1712;21,8;99,5;0,767;;27459,18;RS;12834,94136;11662,57672;1172,36464;Novo Xingu;RS;-53.0641093;-27.74811469;349.73;575;205;370;5425;16125;0.749;0.85;0.708;Rural Adjacente;24580.08;1912.75;10.98;12188.98;51666.55;1793;28815.7;63;517;177
506;522;Novo Barreiro;4313490;123,344;4175;32,19;99,2;0,706;;19435,59;RS;19701,95887;16428,85227;3273,1066;Novo Barreiro;RS;-53.11349885;-27.90678847;382.09;1317;459;858;8683;34336;0.734;0.808;0.594;Rural Adjacente;33.15;4.92;20405.36;20483.58;82578.41;4171;19798.23;129;1411;617
507;523;Osório;4313508;663,562;46414;61,65;97,1;0,751;;45569,04;RS;188602,2013;169121,765;19480,43625;Osório;RS;-50.26679781;-29.89269708;16.24;14078;13211;867;6002;30699;0.769;0.853;0.646;Urbano;24653.25;174922.92;761.38;229968.62;1308646.42;44190;29614.09;1596;20920;5400
508;524;Paim Filho;4313607;182,115;3778;23,29;98,7;0,706;;24313,88;RS;16899,7029;16053,471;846,2319;Paim Filho;RS;-51.76159664;-27.70330807;622.58;1365;756;609;7193;26125;0.725;0.87;0.558;Rural Adjacente;46.37;6.2;28.21;21036.33;106519.71;4196;25386.01;145;1487;366
509;525;Palmares do Sul;4313656;949,201;11330;11,56;95,6;0,715;;43127,14;RS;52680,63849;42667,14355;10013,49494;Palmares do Sul;RS;-50.50605197;-30.26006665;4.7;3917;3498;419;23990;114953;0.725;0.852;0.592;Rural Adjacente;81786.23;123460.06;128173.89;56107.64;412557.94;11431;36091.15;360;3770;1053
510;526;Palmeira das Missões;4313706;1421,101;33131;24,18;98,3;0,737;;38863,08;RS;121172,3691;99775,04254;21397,32651;Palmeira das Missões;RS;-53.31495391;-27.90062088;623.21;11096;9681;1415;133042;390270;0.722;0.831;0.667;Urbano;437013.28;105454.76;540533.62;155104.27;1331820.26;34907;38153.39;1055;13619;4567
511;527;Palmitinho;4313805;144,181;7056;48,04;98,7;0,72;;24962,63;RS;23985,7454;21713,19067;2272,55473;Palmitinho;RS;-53.55554601;-27.35601991;516.98;2293;1127;1166;2792;18480;0.707;0.836;0.632;Rural Adjacente;44260.8;35280.28;58748.86;31982.8;178686.8;7177;24897.14;335;2579;1761
512;528;Panambi;4313904;490,823;44128;77,53;99,1;0,761;;47201,27;RS;160725,2266;123331,1726;37394,05402;Panambi;RS;-53.50026517;-28.29273054;418.53;13002;11825;1177;39673;128110;0.752;0.848;0.691;Urbano;145396.45;523437.61;671.59;190453;1739820.03;41473;41950.67;1641;19560;5208
513;529;Pantano Grande;4313953;841,225;9083;11,76;98,4;0,661;;33710,99;RS;39933,60793;31375,53849;8558,06944;Pantano Grande;RS;-52.37390024;-30.19455153;50.39;3378;2833;545;17848;66363;0.676;0.816;0.524;Rural Adjacente;63628.82;55345.79;88268.99;45173.89;272185.61;9887;27529.65;245;3188;621
514;530;Paraí;4314001;121,745;7727;56,57;96;0,773;;34692,41;RS;32214,11974;26005,8526;6208,26714;Paraí;RS;-51.78209605;-28.59962053;741.18;2145;1260;885;2565;10537;0.787;0.866;0.679;Rural Adjacente;47592.74;61877.5;85.49;32997.82;262150.48;7357;35632.8;490;3025;724
515;531;Paraíso do Sul;4314027;337,534;7623;21,71;99,2;0,676;;21002,33;RS;25119,61235;18573,90788;6545,70447;Paraíso do Sul;RS;-53.17910024;-29.73131424;43.67;2526;1050;1476;13688;95534;0.692;0.831;0.537;Rural Adjacente;53.51;6071.51;43175.67;33126.15;142970.02;7662;18659.62;174;2192;873
516;532;Pareci Novo;4314035;57,373;3862;61,16;97,7;0,749;;23436,26;RS;24422,33397;19560,79772;4861,53625;Pareci Novo;RS;-51.39886966;-29.63938929;39.8;1177;340;837;1422;12615;0.738;0.852;0.668;Rural Adjacente;22170;4189.36;30164.75;21326.67;85.25;3743;22775.25;163;1822;590
517;533;Parobé;4314050;108,667;58858;474,03;96,6;0,704;;20340,79;RS;141258,0133;125522,97;15735,0433;Parobé;RS;-50.8348659;-29.63174928;48.2;16823;15887;936;917;6908;0.7;0.886;0.562;Urbano;5939.29;345001.7;448377.65;226238.38;1139107.48;55893;20380.15;1619;19995;7591
518;534;Passa Sete;4314068;304,833;5747;16,92;98,6;0,622;;19305,19;RS;24975,84564;16691,94314;8283,9025;Passa Sete;RS;-52.96398324;-29.45166557;584.12;1619;201;1418;9178;75080;0.639;0.782;0.482;Rural Adjacente;35396.96;2737.77;16540.08;25838.96;83.99;5523;15207.34;67;1521;708
519;535;Passo do Sobrado;4314076;265,133;6574;22,67;98,5;0,698;;26800,57;RS;27529,85966;21687,51852;5842,34114;Passo do Sobrado;RS;-52.27875819;-29.74579355;68.35;2088;535;1553;10270;87133;0.726;0.851;0.551;Rural Adjacente;70300.28;17251.67;34953.68;30834.47;165939.22;6402;25919.9;267;2040;1174
520;536;Passo Fundo;4314100;783,603;204722;235,92;97,3;0,776;;43183,62;RS;586902,4949;488853,8497;98048,64523;Passo Fundo;RS;-52.40709509;-28.26176713;690.55;61784;60346;1438;45788;165579;0.787;0.849;0.699;Urbano;162805.22;1066923.76;5252647.74;828605.9;8398422.61;197798;42459.59;9331;83438;22202
521;537;Paulo Bento;4314134;149,718;2299;14,8;99,2;0,71;;40709,88;RS;14103,80593;12506,57442;1597,23151;Paulo Bento;RS;-52.42243563;-27.70410028;606.82;699;208;491;10298;35407;0.73;0.858;0.571;Rural Adjacente;39913.12;15909.74;15510.18;14072.97;91532.37;2302;39762.11;93;705;276
522;538;Paverama;4314159;171,863;8515;46,8;98,8;0,683;;19581,8;RS;27127,15729;22223,1252;4904,03209;Paverama;RS;-51.73029297;-29.55485614;111.93;2881;1460;1421;1670;7645;0.701;0.84;0.541;Rural Adjacente;39669.18;35012.83;41.97;34055.15;162186.75;8461;19168.75;249;2838;1535
523;539;Pedras Altas;4314175;1373,985;1954;1,61;94,1;0,64;;49669,96;RS;21970,29637;17420,89623;4549,40014;Pedras Altas;RS;-53.58717032;-31.73363694;373.46;758;293;465;33969;64853;0.647;0.82;0.493;Rural Adjacente;61358.53;2958.93;11898.04;18214.37;96142.41;2181;44081.8;25;528;217
524;540;Pedro Osório;4314209;603,757;7706;12,83;95,8;0,678;;18955,62;RS;19654,37871;17521,2349;2133,14381;Pedro Osório;RS;-52.82631173;-31.86382822;32.55;2842;2658;184;12633;54569;0.683;0.829;0.551;Rural Adjacente;32;7088.24;46.59;32421.48;124426.93;8005;15543.65;139;2599;1071
525;541;Pejuçara;4314308;414,872;3857;9,59;100;0,741;;54286,19;RS;27297,66795;22616,01313;4681,65482;Pejuçara;RS;-53.65654233;-28.42158606;461.91;1271;870;401;41752;145932;0.724;0.867;0.648;Rural Adjacente;141998.39;9.06;71029.79;23293.95;256812.82;4049;63426.23;108;1491;375
526;542;Pelotas;4314407;1609,708;343132;203,89;96,9;0,739;;24894,68;RS;971193,1485;906719,0951;64474,05339;Pelotas;RS;-52.34432006;-31.71959788;15.39;114057;107250;6807;45520;324297;0.758;0.844;0.632;Urbano;214.79;894498.25;4540.79;1384326.23;7776664.39;343651;22629.54;10139;123614;51835
527;543;Picada Café;4314423;85,138;5738;60,86;99,3;0,758;;52383,43;RS;25349,32906;22979,17295;2370,15611;Picada Café;RS;-51.06404982;-29.45438444;176.63;1738;1545;193;410;3831;0.738;0.842;0.701;Urbano;7090.5;153558.95;81133.99;29070.75;330255.48;5564;59355.77;254;2379;561
528;544;Pinhal;4314456;68,222;2580;36,84;98,4;0,72;;28127,54;RS;20455,13318;17193,10943;3262,02375;Pinhal;RS;-53.21470618;-27.51167424;340.75;818;439;379;3521;13059;0.701;0.852;0.624;Rural Adjacente;29.94;10085.62;12369.77;14948.03;71111.28;2613;27214.42;93;795;430
529;545;Pinhal da Serra;4314464;438,11;1918;4,86;95,7;0,65;;157209,06;RS;22970,92193;22080,85888;890,06305;Pinhal da Serra;RS;;;;745;180;565;15509;50750;0.641;0.835;0.513;Rural Adjacente;56030.9;267670.32;15.85;19831.52;384602.56;2115;181845.18;45;644;159
530;546;Pinhal Grande;4314472;478,11;4329;9,37;97,6;0,678;;108054,1;RS;30382,86699;23215,43991;7167,42708;Pinhal Grande;RS;-53.33863834;-29.33536013;458.93;1396;637;759;22242;96830;0.672;0.804;0.577;Rural Adjacente;73.85;256447.45;47817.98;24.58;411663.49;4552;90435.74;105;1197;428
531;547;Pinheirinho do Vale;4314498;105,385;4899;42,58;97,3;0,71;;17984,27;RS;20459,15588;18631,29947;1827,85641;Pinheirinho do Vale;RS;-53.61956096;-27.20976279;213.04;1441;313;1128;3615;18514;0.713;0.828;0.607;Rural Adjacente;27629.93;3.43;16439.28;22876.3;73.1;4783;15282.37;111;983;848
532;548;Pinheiro Machado;4314506;2248,221;12195;5,68;97,1;0,661;;22623,23;RS;48905,90443;45734,59745;3171,30698;Pinheiro Machado;RS;-53.38461997;-31.58059267;432.69;4729;3604;1125;7425;18968;0.685;0.846;0.499;Rural Adjacente;61623.27;55270.88;90506.78;61561.38;286054.61;12944;22099.4;209;4485;1077
533;549;Pinto Bandeira;4314548;104,821;3036;;;;;16939,1;RS;14467,06749;11108,0264;3359,04109;Pinto Bandeira;RS;;;;;;;2977;73034;;;;Sem classificação;19067.89;4366.36;9652.04;14620.12;51771.14;2847;18184.45;63;624;109
534;550;Pirapó;4314555;293,723;2254;9,45;97,9;0,669;;21585,41;RS;17905,29477;14141,19821;3764,09656;Pirapó;RS;-55.20030995;-28.04531584;129.31;966;279;687;7982;22991;0.656;0.824;0.553;Rural Adjacente;27313.15;1459.93;11335.77;16186.45;58.09;2651;21911.32;46;672;415
535;551;Piratini;4314605;3537,799;20704;5,61;97,2;0,658;;19056,39;RS;56646,53814;47976,88898;8669,64916;Piratini;RS;-53.10473445;-31.44411247;337.45;7252;4346;2906;42171;134628;0.672;0.821;0.517;Rural Adjacente;116787.18;14393.08;109269.56;88065.81;344578.2;20757;16600.58;502;5827;2368
536;552;Planalto;4314704;228,552;10019;45,67;97,2;0,687;;18019,9;RS;28002,30395;24449,52557;3552,77838;Planalto;RS;-53.05888081;-27.33146388;570.38;3098;1916;1182;7601;45986;0.674;0.807;0.597;Rural Adjacente;33334.89;19516.49;74883.04;43.11;183.07;10650;17189.3;328;3587;1099
537;553;Poço das Antas;4314753;67,571;2101;31;99,1;0,744;;33742,77;RS;16406,04182;14422,34924;1983,69258;Poço das Antas;RS;-51.67089027;-29.45454648;102.32;690;295;395;394;4188;0.742;0.877;0.634;Rural Adjacente;15216.44;18876.12;13301.78;12301.38;64212.72;2108;30461.44;113;844;381
538;554;Pontão;4314779;503,538;3901;7,63;96,8;0,725;;53597,18;RS;27746,14664;20610,48916;7135,65748;Pontão;RS;-52.67539945;-28.06184084;671.03;1281;560;721;40778;146129;0.708;0.864;0.623;Rural Adjacente;142415.17;9940.73;55822.44;23378.21;240647.16;3988;60342.82;97;1297;314
539;555;Ponte Preta;4314787;99,504;1524;17,52;100;0,725;;29046,22;RS;13275,17101;12621,98025;653,19076;Ponte Preta;RS;-52.49023192;-27.65703997;559.62;546;173;373;7002;23374;0.727;0.874;0.6;Rural Adjacente;27006.57;2098.28;10292.32;10510.43;52219.79;1717;30413.39;63;633;296
540;556;Portão;4314803;160,386;37561;193,38;96,2;0,713;;31050,8;RS;101076,2848;77849,97084;23226,31393;Portão;RS;-51.23014964;-29.6962586;27.46;10138;8330;1808;1001;10002;0.725;0.856;0.584;Urbano;39.08;432.19;414338.66;140179.92;1192253.5;34353;34705.95;1123;16838;3152
541;557;Porto Alegre;4314902;495,39;1488252;2837,53;96,6;0,805;;49740,9;RS;6432707,506;6018787,333;413920,1732;Porto Alegre;RS;-51.22866046;-30.03003677;42.24;508503;508503;;766;7967;0.867;0.857;0.702;Urbano;28354.58;6768083.47;48930408.04;6712383.63;73425.26;1481019;49577.53;80082;608777;106829
542;558;Porto Lucena;4315008;250,876;4594;21,65;97,5;0,693;;19228,58;RS;18865,5059;15171,32533;3694,18057;Porto Lucena;RS;-55.01156205;-27.85137512;96.21;1988;889;1099;8210;31386;0.7;0.827;0.575;Rural Adjacente;40591.35;2973.56;30358.49;23652.52;101318.95;5269;19229.26;187;1693;650
543;559;Porto Mauá;4315057;105,811;2352;24,08;100;0,698;;21434,67;RS;16609,54222;13514,16247;3095,37975;Porto Mauá;RS;-54.67195189;-27.57863536;220.58;841;338;503;6147;19731;0.672;0.831;0.608;Rural Adjacente;24034.53;1.57;14198.62;15377.32;57646.4;2546;22641.95;85;785;316
544;560;Porto Vera Cruz;4315073;114,284;1308;16,3;100;0,69;;19177,75;RS;14782,76285;11208,93859;3573,82426;Porto Vera Cruz;RS;-54.89903182;-27.73437392;108.25;687;174;513;1763;12225;0.661;0.827;0.6;Rural Adjacente;11946.89;905.8;5237.72;12099.64;30.93;1704;18150.69;44;455;227
545;561;Porto Xavier;4315107;281,497;10194;37,64;99,5;0,723;;14556,1;RS;34964,18352;28743,09505;6221,08847;Porto Xavier;RS;-55.13956026;-27.90568985;109.14;3626;1802;1824;4007;18679;0.687;0.876;0.628;Rural Adjacente;22530.63;5478.01;68579.29;46842.09;154071.13;10737;14349.55;357;3364;1278
546;562;Pouso Novo;4315131;105,358;1612;17,6;96,6;0,715;;24182,71;RS;13879,54663;11780,65695;2098,88968;Pouso Novo;RS;-52.21086974;-29.16976125;539.49;624;233;391;1281;5430;0.765;0.845;0.566;Rural Adjacente;16913.7;1013.67;11566.49;10837.06;41.75;1832;22787.6;60;641;178
547;563;Presidente Lucena;4315149;49,628;2937;50,26;98,6;0,757;;38016,98;RS;17376,93425;14205,84591;3171,08834;Presidente Lucena;RS;-51.1815997;-29.52612707;119.95;792;494;298;583;9522;0.727;0.885;0.674;Urbano;9979.75;42820.72;25205.68;14276.24;104509.88;2729;38296.04;138;1214;322
548;564;Progresso;4315156;256,039;6239;24,09;99;0,683;;19615,98;RS;22832,20324;20131,23025;2700,97299;Progresso;RS;-52.3017166;-29.24030868;493.22;2015;667;1348;3440;36812;0.705;0.861;0.525;Rural Adjacente;42466.5;6.89;35.64;27.45;117159.86;6376;18375.13;196;2042;781
549;565;Protásio Alves;4315172;171,973;1938;11,57;98,1;0,733;;25755,31;RS;15653,76819;12395,69503;3258,07316;Protásio Alves;RS;-51.4736317;-28.75671283;649.45;627;146;481;1757;7890;0.771;0.839;0.609;Rural Adjacente;24162.87;4.59;9231.08;11691.6;51759.45;2037;25409.64;99;844;169
550;566;Putinga;4315206;205,117;3889;20,19;97,9;0,715;;22441,76;RS;21130,19039;16192,1231;4938,06729;Putinga;RS;-52.15991069;-28.99875565;454.57;1330;549;781;4518;35095;0.745;0.873;0.563;Rural Adjacente;38279.58;9260.31;20.49;19166.09;91.12;4172;21841.6;106;1620;639
551;567;Quaraí;4315305;3139,995;22607;7,31;99,4;0,704;;18919,34;RS;56380,14896;49859,72604;6520,42292;Quaraí;RS;-56.45364704;-30.38286796;118.67;7575;6937;638;12055;82526;0.673;0.852;0.609;Urbano;106813.67;16476.14;181255.27;90325.57;419.73;23555;17819.01;664;13106;3428
552;568;Quatro Irmãos;4315313;268,583;1856;6,62;99,6;0,689;;57362,15;RS;14900,2154;13110,28554;1789,92986;Quatro Irmãos;RS;-52.4427686;-27.82119669;670.37;571;299;272;22121;79375;0.695;0.833;0.565;Rural Adjacente;71753.12;3923.17;23869.58;12713.51;116.2;1852;62745.52;58;505;140
553;569;Quevedos;4315321;543,359;2790;4,99;96,4;0,665;;49113,64;RS;19134,96845;15199,94135;3935,0271;Quevedos;RS;-54.07125472;-29.35192135;419.62;925;288;637;27590;96587;0.667;0.824;0.534;Rural Adjacente;88188.65;4600.53;30993;17354.42;147024.05;2820;52136.19;39;755;403
554;570;Quinze de Novembro;4315354;223,072;3803;16,33;100;0,756;;35969,09;RS;25348,84299;20229,11;5119,73299;Quinze de Novembro;RS;-53.09672206;-28.74236135;368.06;1273;716;557;12757;43953;0.783;0.841;0.655;Rural Adjacente;61383.35;5.67;39276.8;22.61;136523.86;3819;35748.59;258;1667;337
555;571;Redentora;4315404;303,694;11669;33,77;93,5;0,631;;14010,19;RS;31559,83964;23904,78169;7655,05795;Redentora;RS;-53.64193369;-27.66153988;543.92;1927;996;931;22796;63069;0.606;0.792;0.523;Rural Adjacente;66.09;4405.01;40269.53;45034.55;162085.3;11108;14591.76;165;1656;721
556;572;Relvado;4315453;123,353;2079;17,46;98,2;0,731;;20958,97;RS;14006,51812;11627,64682;2378,8713;Relvado;RS;-52.07294855;-29.11227867;298.93;722;269;453;1942;7492;0.765;0.868;0.588;Rural Adjacente;22.98;2070.45;10865.23;11565.68;49.09;2191;22403.94;80;854;243
557;573;Restinga Sêca;4315503;968,62;15744;16,58;97,6;0,683;;26114,63;RS;54621,88753;42293,25468;12328,63285;Restinga Sêca;RS;-53.37056858;-29.81394854;59.1;5370;3125;2245;42960;184362;0.709;0.828;0.542;Rural Adjacente;141113.69;35419.32;133900.7;69464.51;402.75;16324;24672.07;456;5125;1465
558;574;Rio dos Índios;4315552;235,854;2660;15,37;95,1;0,656;;23805,04;RS;20732,23406;15571,32832;5160,90574;Rio dos Índios;RS;-52.84005789;-27.2983976;590.76;1153;254;899;11174;40351;0.645;0.804;0.545;Rural Adjacente;36856.15;3066.44;17786.6;17820.92;78982.02;3366;23464.65;47;755;328
559;575;Rio Grande;4315602;2709,391;211965;72,79;97,7;0,744;;44014,66;RS;644061,4672;563818,8664;80242,60085;Rio Grande;RS;-52.0867697;-32.05044579;2.92;66618;64187;2431;23851;157066;0.752;0.861;0.637;Urbano;180846.71;1776314.65;3586.46;1024388.92;7681467.38;208641;36816.67;4927;71082;34653
560;576;Rio Pardo;4315701;2051,112;38265;18,33;96,1;0,693;;22366,51;RS;132982,8241;117970,4657;15012,35838;Rio Pardo;RS;-52.37901825;-29.98562588;50.81;12782;8629;4153;79279;352304;0.702;0.846;0.56;Intermediário Adjacente;301698.07;72.84;298318.07;157384.12;880125.71;38968;22585.86;611;10958;4332
561;577;Riozinho;4315750;239,559;4676;18,07;96,5;0,661;;24458,75;RS;22374,14447;16935,05131;5439,09316;Riozinho;RS;-50.47381811;-29.64228601;270.81;1449;902;547;601;4197;0.69;0.885;0.472;Rural Adjacente;4782.36;45830.92;32.19;21602.05;116957.01;4590;25480.83;136;1464;576
562;578;Roca Sales;4315800;208,629;11471;49,29;98,7;0,729;;39352,32;RS;37649,02955;31424,99738;6224,03217;Roca Sales;RS;-51.86389176;-29.28507007;69.28;3563;2270;1293;4727;29639;0.753;0.853;0.602;Rural Adjacente;40491.33;196536.98;115952.18;47.52;442422.36;11040;40074.49;467;3590;1767
563;579;Rodeio Bonito;4315909;83,278;5868;69,03;99,3;0,732;;31121,85;RS;24351,40313;21326,85854;3024,54459;Rodeio Bonito;RS;-53.1685306;-27.47040344;356.07;2011;1529;482;6643;20349;0.733;0.842;0.636;Rural Adjacente;38002.6;15774.06;59953.84;28578.71;157759.18;5961;26465.22;251;2765;933
